filename,brightness_z,blur_z,log_blur_z,contrast_z,edge_density_z,entropy_z,saturation_mean_z,sharpness_norm_z,blur_level_ord_z,brightness_level_z
frame_000030.jpg,-0.3342847606069012,-1.5356580229564931,-1.8225338594607658,-1.4221239910670578,-1.8663554002703295,-1.568779377344669,-1.4551879117707123,-1.491048718590495,-1.2751534261266768,0.948683298050514
frame_000060.jpg,-0.6866048811044937,-1.2141965176351452,-1.2649381841605698,-0.5002516528019013,-1.1793848847728434,-0.5445201566880459,-0.7964063047977968,-1.1669534875739713,-1.2751534261266768,-1.0540925533894598
frame_000090.jpg,-0.7024738708339728,-1.2730833849689174,-1.3588277776959665,-1.5768981273971974,-1.5941656087655542,-1.7076216181849158,-1.2434513282275792,-1.2243557664128504,-1.2751534261266768,-1.0540925533894598
frame_000240.jpg,0.5714150420512596,-1.3904988825603408,-1.5563977521281283,-1.9975178098738053,-1.5134918552524743,-1.908691208169213,-2.2153285873171225,-1.3723564727932616,-1.2751534261266768,0.948683298050514
frame_000270.jpg,0.8800340147100102,-1.0789032663265004,-1.060859541079402,-2.220908146074164,-1.199136347820115,-2.0785673291901974,-2.247862581668483,-1.0819958286672735,-1.2751534261266768,0.948683298050514
frame_000360.jpg,0.8471877332145502,-0.6918949957279638,-0.5501935736145739,0.7918914278437127,-0.5873676990359458,0.8195588243416357,0.4910091823112683,-0.7106227238183503,-1.2751534261266768,0.948683298050514
frame_000390.jpg,-0.9834318008996846,0.30352141392687104,0.4400877581688343,0.5328176283985675,0.3661451526061338,0.7327609407111348,0.5158522274882739,0.34037995893282486,-0.06375767130633377,-1.0540925533894598
frame_000420.jpg,0.5287587226300563,-0.5854977665946453,-0.4252341500635001,0.6249128502757308,-0.05583388236380498,0.7329143914636108,0.45045091901573076,-0.5967024814672918,-0.06375767130633377,0.948683298050514
frame_000450.jpg,0.6663434953957463,0.19927890224684935,0.3518665767191724,0.8000983450337081,0.40304381172111153,0.941994110727153,0.5008423959842476,0.15143129149798126,-0.06375767130633377,0.948683298050514
frame_000480.jpg,1.2084608515304711,-0.1699039564368489,0.013939371869998449,0.8445941510930643,0.1211392265397515,0.9779015868065272,0.5039211056562638,-0.22700202909501707,-0.06375767130633377,0.948683298050514
frame_000510.jpg,1.7083711761637732,-0.416327452524615,-0.237754971089615,0.46651001491591854,-0.13287921896153426,0.7022672071791125,0.5283604563651206,-0.48125450872415293,-0.06375767130633377,0.948683298050514
frame_000540.jpg,2.0747280340929466,0.03979862327050112,0.21105132681555633,0.3084084735996352,0.3424141355226711,0.5287696483996954,0.660401555815474,-0.06785443995145979,-0.06375767130633377,0.948683298050514
frame_000570.jpg,-0.5607688704392668,0.9658303550157313,0.9418196967029832,0.08837359645013021,0.7248902443980657,0.056939274686619884,0.6819880776283691,0.9663574139615355,1.1476380835140092,0.948683298050514
frame_000600.jpg,-0.6405771472539258,0.9059552221796836,0.9001103621561537,0.147374244719411,0.8428430555736998,0.16231083739681068,0.6470059412575717,0.9128409980423038,1.1476380835140092,-1.0540925533894598
frame_000630.jpg,-0.5638071214958137,1.1935554721459014,1.0948101352011235,0.35845247076715897,0.9964948073681075,0.2976728151709027,0.6831317635596177,1.1897963694198874,1.1476380835140092,-1.0540925533894598
frame_000660.jpg,-0.6394779128772456,1.0749128452328394,1.0161874229358572,0.4736772435421872,1.0200502558911506,0.3810027117954469,0.6116498395217201,1.0786147812924014,1.1476380835140092,-1.0540925533894598
frame_000690.jpg,-1.617097128289684,1.5530012574215002,1.3199077289461385,0.5434560848101118,1.2892846432955194,0.40390984012505793,0.4415819379506749,1.6233529728955574,1.1476380835140092,-1.0540925533894598
frame_000720.jpg,-0.6326566926366778,1.4468594189336486,1.2553706064895678,0.5822983349206415,1.21747710208366,0.5070594359393968,0.8663938207882035,1.4432042243062426,1.1476380835140092,-1.0540925533894598
frame_000750.jpg,-1.1241188833511129,0.6732507353579441,0.7315888232871096,1.1548348608442043,0.8048324622427278,0.5631180648339138,0.3756474904391778,0.7141684467453914,1.1476380835140092,-1.0540925533894598
