filename,brightness_z,blur_z,contrast_z,brightness_level_z
frame_000030.jpg,-0.3342847606069012,-1.5356580229564931,-1.4221239910670578,0.948683298050514
frame_000060.jpg,-0.6866048811044937,-1.2141965176351452,-0.5002516528019013,-1.0540925533894598
frame_000090.jpg,-0.7024738708339728,-1.2730833849689174,-1.5768981273971974,-1.0540925533894598
frame_000240.jpg,0.5714150420512596,-1.3904988825603408,-1.9975178098738053,0.948683298050514
frame_000270.jpg,0.8800340147100102,-1.0789032663265004,-2.220908146074164,0.948683298050514
frame_000360.jpg,0.8471877332145502,-0.6918949957279638,0.7918914278437127,0.948683298050514
frame_000390.jpg,-0.9834318008996846,0.30352141392687104,0.5328176283985675,-1.0540925533894598
frame_000420.jpg,0.5287587226300563,-0.5854977665946453,0.6249128502757308,0.948683298050514
frame_000450.jpg,0.6663434953957463,0.19927890224684935,0.8000983450337081,0.948683298050514
frame_000480.jpg,1.2084608515304711,-0.1699039564368489,0.8445941510930643,0.948683298050514
frame_000510.jpg,1.7083711761637732,-0.416327452524615,0.46651001491591854,0.948683298050514
frame_000540.jpg,2.0747280340929466,0.03979862327050112,0.3084084735996352,0.948683298050514
frame_000570.jpg,-0.5607688704392668,0.9658303550157313,0.08837359645013021,0.948683298050514
frame_000600.jpg,-0.6405771472539258,0.9059552221796836,0.147374244719411,-1.0540925533894598
frame_000630.jpg,-0.5638071214958137,1.1935554721459014,0.35845247076715897,-1.0540925533894598
frame_000660.jpg,-0.6394779128772456,1.0749128452328394,0.4736772435421872,-1.0540925533894598
frame_000690.jpg,-1.617097128289684,1.5530012574215002,0.5434560848101118,-1.0540925533894598
frame_000720.jpg,-0.6326566926366778,1.4468594189336486,0.5822983349206415,-1.0540925533894598
frame_000750.jpg,-1.1241188833511129,0.6732507353579441,1.1548348608442043,-1.0540925533894598
